0.0018871,1,0.00028726,-0.0021974
0.0001846,0.99977,-4.4311e-05,8.9596e-05
0.99834,-0.0015306,0.00017016,0.0030237
0.0009073,-0.0011015,1,0.00015979
0.00099848,0.99861,0.00082646,-0.00043626
-0.0017332,0.00099684,1.0011,-0.00031465
0.99667,0.0016608,-0.00097675,0.0026458
-0.0031219,-0.00067232,0.00066471,1.0031
0.99677,-0.0012493,-0.0004576,0.0049406
3.0641e-05,-0.00027497,1,0.00024724
-0.00041642,0.00018508,0.0017785,0.99845
0.0010196,0.0013502,1.0012,-0.0035525
-0.0051737,0.0043015,0.99903,0.0018433
1.0126,-0.0027301,-0.0021052,-0.0077228
3.5598e-05,-0.00056205,0.00084439,0.99968
0.00065433,0.9987,-0.00049358,0.0011438
0.00044695,-0.0014589,0.99956,0.0014514
0.99679,0.00198,0.00030068,0.00093001
-0.0017534,0.00057587,0.0018714,0.99931
-0.0017052,0.0053439,0.0016215,0.99474
-0.0033876,0.99889,-0.0001581,0.0046531
2.337e-05,0.00024931,0.0010404,0.99869
0.99712,-7.3713e-05,-0.00043172,0.0033826
0.99675,0.00011425,0.00029465,0.0028381
0.0012747,0.0060106,0.0019972,0.99072
0.00029577,0.99351,-0.00052979,0.0067216
0.99753,-1.0632e-05,0.00058602,0.0018978
0.00044173,-0.0021073,0.00038009,1.0013
-0.0031467,-0.00054495,0.99983,0.0038574
0.00062506,0.00044541,0.0010855,0.99784
0.0046411,0.00022151,1.001,-0.0058172
0.0027192,0.99854,0.0015856,-0.002845
0.00068729,-0.0017795,0.00064965,1.0004
-0.011632,-0.0044899,0.031746,0.98438
0.9988,0.00067651,0.00043368,8.5127e-05
-9.6034e-05,1.1212e-05,0.0011901,0.99889
-0.0030481,-0.00093147,0.00066796,1.0033
0.99712,0.00095269,0.00091094,0.0010168
0.00087184,-0.00058608,0.001377,0.99834
0.99746,0.00039354,-0.00017755,0.0023268
1.0003,0.00056771,-3.3705e-05,-0.00079755
-0.00074734,0.99929,-0.00016696,0.0016223
0.00047808,0.0010283,1.0009,-0.0024359
0.99759,0.00068343,-0.00017095,0.0019016
0.00085277,-0.0019277,0.00046117,1.0006
0.0011201,0.99685,0.00029481,0.0017312
0.0013621,0.99811,0.00035337,0.00017658
0.00051341,0.99722,-0.00047053,0.0027413
0.0016877,0.99953,0.00043306,-0.0016496
0.99476,0.0017985,0.00038096,0.0030597
0.00016585,0.004887,0.0010323,0.99391
0.00099048,0.0013267,1.0012,-0.0034943
0.0045547,0.99957,0.00051132,-0.0046342
0.0014424,0.0021194,0.0014844,0.99495
-0.00051288,1.003,0.00063282,-0.0031159
0.0013187,0.00092974,0.00068376,0.99707
-0.00022529,0.99999,-0.00012525,0.00035977
0.0015732,0.99732,-0.00050953,0.0016169
-0.00039301,-0.00013286,1,0.0004955
4.7593e-05,1.0007,5.6662e-05,-0.00082151
1.0004,0.0016747,4.4343e-06,-0.0020369
-9.2961e-05,-0.00071323,0.99986,0.00095045
